date,breed,cohort,cow_id,weight,year,month,day
2015-12-04,RC,C2,81,251.74356,2015,December,4
2015-12-05,RC,C2,81,251.63752550649352,2015,December,5
2015-12-06,RC,C2,81,251.531491012987,2015,December,6
2015-12-07,RC,C2,81,251.42545651948052,2015,December,7
2015-12-08,RC,C2,81,251.31942202597403,2015,December,8
2015-12-09,RC,C2,81,251.21338753246752,2015,December,9
2015-12-10,RC,C2,81,251.10735303896104,2015,December,10
2015-12-11,RC,C2,81,251.00131854545455,2015,December,11
2015-12-12,RC,C2,81,250.89528405194807,2015,December,12
2015-12-13,RC,C2,81,250.78924955844155,2015,December,13
2015-12-14,RC,C2,81,250.68321506493507,2015,December,14
2015-12-15,RC,C2,81,250.57718057142858,2015,December,15
2015-12-16,RC,C2,81,250.47114607792207,2015,December,16
2015-12-17,RC,C2,81,250.3651115844156,2015,December,17
2015-12-18,RC,C2,81,250.2590770909091,2015,December,18
2015-12-19,RC,C2,81,250.1530425974026,2015,December,19
2015-12-20,RC,C2,81,250.0470081038961,2015,December,20
2015-12-21,RC,C2,81,249.94097361038962,2015,December,21
2015-12-22,RC,C2,81,249.8349391168831,2015,December,22
2015-12-23,RC,C2,81,249.72890462337662,2015,December,23
2015-12-24,RC,C2,81,249.62287012987014,2015,December,24
2015-12-25,RC,C2,81,249.51683563636362,2015,December,25
2015-12-26,RC,C2,81,249.41080114285714,2015,December,26
2015-12-27,RC,C2,81,249.30476664935065,2015,December,27
2015-12-28,RC,C2,81,249.19873215584417,2015,December,28
2015-12-29,RC,C2,81,249.09269766233766,2015,December,29
2015-12-30,RC,C2,81,248.98666316883117,2015,December,30
2015-12-31,RC,C2,81,248.8806286753247,2015,December,31
2016-01-01,RC,C2,81,248.77459418181817,2016,January,1
2016-01-02,RC,C2,81,248.6685596883117,2016,January,2
2016-01-03,RC,C2,81,248.5625251948052,2016,January,3
2016-01-04,RC,C2,81,248.4564907012987,2016,January,4
2016-01-05,RC,C2,81,248.3504562077922,2016,January,5
2016-01-06,RC,C2,81,248.24442171428572,2016,January,6
2016-01-07,RC,C2,81,248.1383872207792,2016,January,7
2016-01-08,RC,C2,81,248.03235272727272,2016,January,8
2016-01-09,RC,C2,81,247.92631823376624,2016,January,9
2016-01-10,RC,C2,81,247.82028374025973,2016,January,10
2016-01-11,RC,C2,81,247.71424924675324,2016,January,11
2016-01-12,RC,C2,81,247.60821475324676,2016,January,12
2016-01-13,RC,C2,81,247.50218025974027,2016,January,13
2016-01-14,RC,C2,81,247.39614576623376,2016,January,14
2016-01-15,RC,C2,81,247.29011127272727,2016,January,15
2016-01-16,RC,C2,81,247.1840767792208,2016,January,16
2016-01-17,RC,C2,81,247.07804228571428,2016,January,17
2016-01-18,RC,C2,81,246.9720077922078,2016,January,18
2016-01-19,RC,C2,81,246.8659732987013,2016,January,19
2016-01-20,RC,C2,81,246.7599388051948,2016,January,20
2016-01-21,RC,C2,81,246.6539043116883,2016,January,21
2016-01-22,RC,C2,81,246.54786981818182,2016,January,22
2016-01-23,RC,C2,81,246.4418353246753,2016,January,23
2016-01-24,RC,C2,81,246.33580083116883,2016,January,24
2016-01-25,RC,C2,81,246.22976633766234,2016,January,25
2016-01-26,RC,C2,81,246.12373184415583,2016,January,26
2016-01-27,RC,C2,81,246.01769735064934,2016,January,27
2016-01-28,RC,C2,81,245.91166285714286,2016,January,28
2016-01-29,RC,C2,81,245.80562836363637,2016,January,29
2016-01-30,RC,C2,81,245.69959387012986,2016,January,30
2016-01-31,RC,C2,81,245.59355937662338,2016,January,31
2016-02-01,RC,C2,81,245.4875248831169,2016,February,1
2016-02-02,RC,C2,81,245.38149038961038,2016,February,2
2016-02-03,RC,C2,81,245.2754558961039,2016,February,3
2016-02-04,RC,C2,81,245.1694214025974,2016,February,4
2016-02-05,RC,C2,81,245.0633869090909,2016,February,5
2016-02-06,RC,C2,81,244.9573524155844,2016,February,6
2016-02-07,RC,C2,81,244.85131792207793,2016,February,7
2016-02-08,RC,C2,81,244.7452834285714,2016,February,8
2016-02-09,RC,C2,81,244.63924893506493,2016,February,9
2016-02-10,RC,C2,81,244.53321444155844,2016,February,10
2016-02-11,RC,C2,81,244.42717994805196,2016,February,11
2016-02-12,RC,C2,81,244.32114545454544,2016,February,12
2016-02-13,RC,C2,81,244.21511096103896,2016,February,13
2016-02-14,RC,C2,81,244.10907646753247,2016,February,14
2016-02-15,RC,C2,81,244.00304197402596,2016,February,15
2016-02-16,RC,C2,81,243.89700748051948,2016,February,16
2016-02-17,RC,C2,81,243.790972987013,2016,February,17
2016-02-18,RC,C2,81,243.68493849350648,2016,February,18
2016-02-19,RC,C2,81,243.578904,2016,February,19
2016-02-20,RC,C2,81,243.68776608,2016,February,20
2016-02-21,RC,C2,81,243.79662815999998,2016,February,21
2016-02-22,RC,C2,81,243.90549024,2016,February,22
2016-02-23,RC,C2,81,244.01435232,2016,February,23
2016-02-24,RC,C2,81,244.1232144,2016,February,24
2016-02-25,RC,C2,81,244.23207648,2016,February,25
2016-02-26,RC,C2,81,244.34093855999998,2016,February,26
2016-02-27,RC,C2,81,244.44980064,2016,February,27
2016-02-28,RC,C2,81,244.55866272,2016,February,28
2016-02-29,RC,C2,81,244.6675248,2016,February,29
2016-03-01,RC,C2,81,244.77638688,2016,March,1
2016-03-02,RC,C2,81,244.88524895999998,2016,March,2
2016-03-03,RC,C2,81,244.99411104,2016,March,3
2016-03-04,RC,C2,81,245.10297312,2016,March,4
2016-03-05,RC,C2,81,245.2118352,2016,March,5
2016-03-06,RC,C2,81,245.32069728,2016,March,6
2016-03-07,RC,C2,81,245.42955935999998,2016,March,7
2016-03-08,RC,C2,81,245.53842144,2016,March,8
2016-03-09,RC,C2,81,245.64728352,2016,March,9
2016-03-10,RC,C2,81,245.7561456,2016,March,10
2016-03-11,RC,C2,81,245.86500768,2016,March,11
2016-03-12,RC,C2,81,245.97386975999999,2016,March,12
2016-03-13,RC,C2,81,246.08273184,2016,March,13
2016-03-14,RC,C2,81,246.19159392,2016,March,14
2016-03-15,RC,C2,81,246.300456,2016,March,15
2016-03-16,RC,C2,81,246.40931808,2016,March,16
2016-03-17,RC,C2,81,246.51818016,2016,March,17
2016-03-18,RC,C2,81,246.62704224,2016,March,18
2016-03-19,RC,C2,81,246.73590432,2016,March,19
2016-03-20,RC,C2,81,246.8447664,2016,March,20
2016-03-21,RC,C2,81,246.95362848,2016,March,21
2016-03-22,RC,C2,81,247.06249056,2016,March,22
2016-03-23,RC,C2,81,247.17135264,2016,March,23
2016-03-24,RC,C2,81,247.28021472,2016,March,24
2016-03-25,RC,C2,81,247.3890768,2016,March,25
2016-03-26,RC,C2,81,247.49793888,2016,March,26
2016-03-27,RC,C2,81,247.60680096,2016,March,27
2016-03-28,RC,C2,81,247.71566304,2016,March,28
2016-03-29,RC,C2,81,247.82452512,2016,March,29
2016-03-30,RC,C2,81,247.9333872,2016,March,30
2016-03-31,RC,C2,81,248.04224928,2016,March,31
2016-04-01,RC,C2,81,248.15111136,2016,April,1
2016-04-02,RC,C2,81,248.25997344,2016,April,2
2016-04-03,RC,C2,81,248.36883552,2016,April,3
2016-04-04,RC,C2,81,248.4776976,2016,April,4
2016-04-05,RC,C2,81,248.58655968,2016,April,5
2016-04-06,RC,C2,81,248.69542176,2016,April,6
2016-04-07,RC,C2,81,248.80428384,2016,April,7
2016-04-08,RC,C2,81,248.91314592,2016,April,8
2016-04-09,RC,C2,81,249.022008,2016,April,9
2016-04-10,RC,C2,81,249.13087008,2016,April,10
2016-04-11,RC,C2,81,249.23973216,2016,April,11
2016-04-12,RC,C2,81,249.34859424,2016,April,12
2016-04-13,RC,C2,81,249.45745632,2016,April,13
2016-04-14,RC,C2,81,249.5663184,2016,April,14
2016-04-15,RC,C2,81,249.67518048,2016,April,15
2016-04-16,RC,C2,81,249.78404256,2016,April,16
2016-04-17,RC,C2,81,249.89290464,2016,April,17
2016-04-18,RC,C2,81,250.00176672,2016,April,18
2016-04-19,RC,C2,81,250.1106288,2016,April,19
2016-04-20,RC,C2,81,250.21949088,2016,April,20
2016-04-21,RC,C2,81,250.32835296,2016,April,21
2016-04-22,RC,C2,81,250.43721504,2016,April,22
2016-04-23,RC,C2,81,250.54607712,2016,April,23
2016-04-24,RC,C2,81,250.6549392,2016,April,24
2016-04-25,RC,C2,81,250.76380128,2016,April,25
2016-04-26,RC,C2,81,250.87266336,2016,April,26
2016-04-27,RC,C2,81,250.98152544,2016,April,27
2016-04-28,RC,C2,81,251.09038752,2016,April,28
2016-04-29,RC,C2,81,251.1992496,2016,April,29
2016-04-30,RC,C2,81,251.30811168,2016,April,30
2016-05-01,RC,C2,81,251.41697376,2016,May,1
2016-05-02,RC,C2,81,251.52583584,2016,May,2
2016-05-03,RC,C2,81,251.63469792,2016,May,3
2016-05-04,RC,C2,81,251.74356,2016,May,4
2016-05-05,RC,C2,81,252.14547696202533,2016,May,5
2016-05-06,RC,C2,81,252.54739392405062,2016,May,6
2016-05-07,RC,C2,81,252.94931088607595,2016,May,7
2016-05-08,RC,C2,81,253.35122784810127,2016,May,8
2016-05-09,RC,C2,81,253.75314481012657,2016,May,9
2016-05-10,RC,C2,81,254.1550617721519,2016,May,10
2016-05-11,RC,C2,81,254.55697873417722,2016,May,11
2016-05-12,RC,C2,81,254.95889569620255,2016,May,12
2016-05-13,RC,C2,81,255.36081265822784,2016,May,13
2016-05-14,RC,C2,81,255.76272962025317,2016,May,14
2016-05-15,RC,C2,81,256.16464658227846,2016,May,15
2016-05-16,RC,C2,81,256.5665635443038,2016,May,16
2016-05-17,RC,C2,81,256.9684805063291,2016,May,17
2016-05-18,RC,C2,81,257.37039746835444,2016,May,18
2016-05-19,RC,C2,81,257.77231443037977,2016,May,19
2016-05-20,RC,C2,81,258.1742313924051,2016,May,20
2016-05-21,RC,C2,81,258.57614835443036,2016,May,21
2016-05-22,RC,C2,81,258.9780653164557,2016,May,22
2016-05-23,RC,C2,81,259.379982278481,2016,May,23
2016-05-24,RC,C2,81,259.78189924050633,2016,May,24
2016-05-25,RC,C2,81,260.18381620253166,2016,May,25
2016-05-26,RC,C2,81,260.585733164557,2016,May,26
2016-05-27,RC,C2,81,260.98765012658225,2016,May,27
2016-05-28,RC,C2,81,261.3895670886076,2016,May,28
2016-05-29,RC,C2,81,261.7914840506329,2016,May,29
2016-05-30,RC,C2,81,262.1934010126582,2016,May,30
2016-05-31,RC,C2,81,262.59531797468355,2016,May,31
2016-06-01,RC,C2,81,262.9972349367089,2016,June,1
2016-06-02,RC,C2,81,263.3991518987342,2016,June,2
2016-06-03,RC,C2,81,263.8010688607595,2016,June,3
2016-06-04,RC,C2,81,264.2029858227848,2016,June,4
2016-06-05,RC,C2,81,264.6049027848101,2016,June,5
2016-06-06,RC,C2,81,265.00681974683545,2016,June,6
2016-06-07,RC,C2,81,265.4087367088608,2016,June,7
2016-06-08,RC,C2,81,265.8106536708861,2016,June,8
2016-06-09,RC,C2,81,266.21257063291137,2016,June,9
2016-06-10,RC,C2,81,266.6144875949367,2016,June,10
2016-06-11,RC,C2,81,267.016404556962,2016,June,11
2016-06-12,RC,C2,81,267.41832151898734,2016,June,12
2016-06-13,RC,C2,81,267.82023848101267,2016,June,13
2016-06-14,RC,C2,81,268.222155443038,2016,June,14
2016-06-15,RC,C2,81,268.6240724050633,2016,June,15
2016-06-16,RC,C2,81,269.0259893670886,2016,June,16
2016-06-17,RC,C2,81,269.4279063291139,2016,June,17
2016-06-18,RC,C2,81,269.82982329113923,2016,June,18
2016-06-19,RC,C2,81,270.23174025316456,2016,June,19
2016-06-20,RC,C2,81,270.6336572151899,2016,June,20
2016-06-21,RC,C2,81,271.0355741772152,2016,June,21
2016-06-22,RC,C2,81,271.43749113924054,2016,June,22
2016-06-23,RC,C2,81,271.8394081012658,2016,June,23
2016-06-24,RC,C2,81,272.24132506329113,2016,June,24
2016-06-25,RC,C2,81,272.64324202531645,2016,June,25
2016-06-26,RC,C2,81,273.0451589873418,2016,June,26
2016-06-27,RC,C2,81,273.4470759493671,2016,June,27
2016-06-28,RC,C2,81,273.84899291139243,2016,June,28
2016-06-29,RC,C2,81,274.25090987341775,2016,June,29
2016-06-30,RC,C2,81,274.652826835443,2016,June,30
2016-07-01,RC,C2,81,275.05474379746835,2016,July,1
2016-07-02,RC,C2,81,275.4566607594937,2016,July,2
2016-07-03,RC,C2,81,275.858577721519,2016,July,3
2016-07-04,RC,C2,81,276.2604946835443,2016,July,4
2016-07-05,RC,C2,81,276.66241164556965,2016,July,5
2016-07-06,RC,C2,81,277.0643286075949,2016,July,6
2016-07-07,RC,C2,81,277.46624556962024,2016,July,7
2016-07-08,RC,C2,81,277.86816253164557,2016,July,8
2016-07-09,RC,C2,81,278.2700794936709,2016,July,9
2016-07-10,RC,C2,81,278.6719964556962,2016,July,10
2016-07-11,RC,C2,81,279.07391341772154,2016,July,11
2016-07-12,RC,C2,81,279.47583037974687,2016,July,12
2016-07-13,RC,C2,81,279.87774734177214,2016,July,13
2016-07-14,RC,C2,81,280.27966430379746,2016,July,14
2016-07-15,RC,C2,81,280.6815812658228,2016,July,15
2016-07-16,RC,C2,81,281.0834982278481,2016,July,16
2016-07-17,RC,C2,81,281.48541518987344,2016,July,17
2016-07-18,RC,C2,81,281.88733215189876,2016,July,18
2016-07-19,RC,C2,81,282.28924911392403,2016,July,19
2016-07-20,RC,C2,81,282.69116607594935,2016,July,20
2016-07-21,RC,C2,81,283.0930830379747,2016,July,21
2016-07-22,RC,C2,81,283.495,2016,July,22
2016-07-23,RC,C2,81,284.0716,2016,July,23
2016-07-24,RC,C2,81,284.64820000000003,2016,July,24
2016-07-25,RC,C2,81,285.2248,2016,July,25
2016-07-26,RC,C2,81,285.8014,2016,July,26
2016-07-27,RC,C2,81,286.378,2016,July,27
2016-07-28,RC,C2,81,286.9546,2016,July,28
2016-07-29,RC,C2,81,287.5312,2016,July,29
2016-07-30,RC,C2,81,288.1078,2016,July,30
2016-07-31,RC,C2,81,288.6844,2016,July,31
2016-08-01,RC,C2,81,289.261,2016,August,1
2016-08-02,RC,C2,81,289.8376,2016,August,2
2016-08-03,RC,C2,81,290.4142,2016,August,3
2016-08-04,RC,C2,81,290.99080000000004,2016,August,4
2016-08-05,RC,C2,81,291.5674,2016,August,5
2016-08-06,RC,C2,81,292.144,2016,August,6
2016-08-07,RC,C2,81,292.7206,2016,August,7
2016-08-08,RC,C2,81,293.29720000000003,2016,August,8
2016-08-09,RC,C2,81,293.8738,2016,August,9
2016-08-10,RC,C2,81,294.4504,2016,August,10
2016-08-11,RC,C2,81,295.027,2016,August,11
2016-08-12,RC,C2,81,295.60360000000003,2016,August,12
2016-08-13,RC,C2,81,296.1802,2016,August,13
2016-08-14,RC,C2,81,296.7568,2016,August,14
2016-08-15,RC,C2,81,297.3334,2016,August,15
2016-08-16,RC,C2,81,297.91,2016,August,16
2016-08-17,RC,C2,81,298.4866,2016,August,17
2016-08-18,RC,C2,81,299.0632,2016,August,18
2016-08-19,RC,C2,81,299.63980000000004,2016,August,19
2016-08-20,RC,C2,81,300.2164,2016,August,20
2016-08-21,RC,C2,81,300.793,2016,August,21
2016-08-22,RC,C2,81,301.3696,2016,August,22
2016-08-23,RC,C2,81,301.94620000000003,2016,August,23
2016-08-24,RC,C2,81,302.5228,2016,August,24
2016-08-25,RC,C2,81,303.0994,2016,August,25
2016-08-26,RC,C2,81,303.67600000000004,2016,August,26
2016-08-27,RC,C2,81,304.25260000000003,2016,August,27
2016-08-28,RC,C2,81,304.8292,2016,August,28
2016-08-29,RC,C2,81,305.4058,2016,August,29
2016-08-30,RC,C2,81,305.98240000000004,2016,August,30
2016-08-31,RC,C2,81,306.559,2016,August,31
2016-09-01,RC,C2,81,307.1356,2016,September,1
2016-09-02,RC,C2,81,307.7122,2016,September,2
2016-09-03,RC,C2,81,308.28880000000004,2016,September,3
2016-09-04,RC,C2,81,308.8654,2016,September,4
2016-09-05,RC,C2,81,309.442,2016,September,5
2016-09-06,RC,C2,81,310.0186,2016,September,6
2016-09-07,RC,C2,81,310.59520000000003,2016,September,7
2016-09-08,RC,C2,81,311.1718,2016,September,8
2016-09-09,RC,C2,81,311.7484,2016,September,9
2016-09-10,RC,C2,81,312.32500000000005,2016,September,10
2016-09-11,RC,C2,81,312.90160000000003,2016,September,11
2016-09-12,RC,C2,81,313.4782,2016,September,12
2016-09-13,RC,C2,81,314.0548,2016,September,13
2016-09-14,RC,C2,81,314.63140000000004,2016,September,14
2016-09-15,RC,C2,81,315.208,2016,September,15
2016-09-16,RC,C2,81,315.7846,2016,September,16
2016-09-17,RC,C2,81,316.36120000000005,2016,September,17
2016-09-18,RC,C2,81,316.93780000000004,2016,September,18
2016-09-19,RC,C2,81,317.5144,2016,September,19
2015-12-04,RC,C2,96,213.18824,2015,December,4
2015-12-05,RC,C2,96,213.19413080519482,2015,December,5
2015-12-06,RC,C2,96,213.20002161038963,2015,December,6
2015-12-07,RC,C2,96,213.20591241558444,2015,December,7
2015-12-08,RC,C2,96,213.21180322077922,2015,December,8
2015-12-09,RC,C2,96,213.21769402597403,2015,December,9
2015-12-10,RC,C2,96,213.22358483116884,2015,December,10
2015-12-11,RC,C2,96,213.22947563636365,2015,December,11
2015-12-12,RC,C2,96,213.23536644155845,2015,December,12
2015-12-13,RC,C2,96,213.24125724675326,2015,December,13
2015-12-14,RC,C2,96,213.24714805194805,2015,December,14
2015-12-15,RC,C2,96,213.25303885714285,2015,December,15
2015-12-16,RC,C2,96,213.25892966233766,2015,December,16
2015-12-17,RC,C2,96,213.26482046753247,2015,December,17
2015-12-18,RC,C2,96,213.27071127272728,2015,December,18
2015-12-19,RC,C2,96,213.2766020779221,2015,December,19
2015-12-20,RC,C2,96,213.2824928831169,2015,December,20
2015-12-21,RC,C2,96,213.28838368831168,2015,December,21
2015-12-22,RC,C2,96,213.2942744935065,2015,December,22
2015-12-23,RC,C2,96,213.3001652987013,2015,December,23
2015-12-24,RC,C2,96,213.3060561038961,2015,December,24
2015-12-25,RC,C2,96,213.31194690909092,2015,December,25
2015-12-26,RC,C2,96,213.31783771428573,2015,December,26
2015-12-27,RC,C2,96,213.3237285194805,2015,December,27
2015-12-28,RC,C2,96,213.32961932467532,2015,December,28
2015-12-29,RC,C2,96,213.33551012987013,2015,December,29
2015-12-30,RC,C2,96,213.34140093506494,2015,December,30
2015-12-31,RC,C2,96,213.34729174025975,2015,December,31
2016-01-01,RC,C2,96,213.35318254545456,2016,January,1
2016-01-02,RC,C2,96,213.35907335064934,2016,January,2
2016-01-03,RC,C2,96,213.36496415584415,2016,January,3
2016-01-04,RC,C2,96,213.37085496103896,2016,January,4
2016-01-05,RC,C2,96,213.37674576623377,2016,January,5
2016-01-06,RC,C2,96,213.38263657142858,2016,January,6
2016-01-07,RC,C2,96,213.3885273766234,2016,January,7
2016-01-08,RC,C2,96,213.3944181818182,2016,January,8
2016-01-09,RC,C2,96,213.40030898701298,2016,January,9
2016-01-10,RC,C2,96,213.4061997922078,2016,January,10
2016-01-11,RC,C2,96,213.4120905974026,2016,January,11
2016-01-12,RC,C2,96,213.4179814025974,2016,January,12
2016-01-13,RC,C2,96,213.42387220779221,2016,January,13
2016-01-14,RC,C2,96,213.42976301298702,2016,January,14
2016-01-15,RC,C2,96,213.4356538181818,2016,January,15
2016-01-16,RC,C2,96,213.44154462337661,2016,January,16
2016-01-17,RC,C2,96,213.44743542857142,2016,January,17
2016-01-18,RC,C2,96,213.45332623376623,2016,January,18
2016-01-19,RC,C2,96,213.45921703896104,2016,January,19
2016-01-20,RC,C2,96,213.46510784415585,2016,January,20
2016-01-21,RC,C2,96,213.47099864935066,2016,January,21
2016-01-22,RC,C2,96,213.47688945454544,2016,January,22
2016-01-23,RC,C2,96,213.48278025974025,2016,January,23
2016-01-24,RC,C2,96,213.48867106493506,2016,January,24
2016-01-25,RC,C2,96,213.49456187012987,2016,January,25
2016-01-26,RC,C2,96,213.50045267532468,2016,January,26
2016-01-27,RC,C2,96,213.5063434805195,2016,January,27
2016-01-28,RC,C2,96,213.51223428571427,2016,January,28
2016-01-29,RC,C2,96,213.51812509090908,2016,January,29
2016-01-30,RC,C2,96,213.5240158961039,2016,January,30
2016-01-31,RC,C2,96,213.5299067012987,2016,January,31
2016-02-01,RC,C2,96,213.5357975064935,2016,February,1
2016-02-02,RC,C2,96,213.54168831168832,2016,February,2
2016-02-03,RC,C2,96,213.5475791168831,2016,February,3
2016-02-04,RC,C2,96,213.5534699220779,2016,February,4
2016-02-05,RC,C2,96,213.55936072727272,2016,February,5
2016-02-06,RC,C2,96,213.56525153246753,2016,February,6
2016-02-07,RC,C2,96,213.57114233766234,2016,February,7
2016-02-08,RC,C2,96,213.57703314285715,2016,February,8
2016-02-09,RC,C2,96,213.58292394805196,2016,February,9
2016-02-10,RC,C2,96,213.58881475324674,2016,February,10
2016-02-11,RC,C2,96,213.59470555844155,2016,February,11
2016-02-12,RC,C2,96,213.60059636363636,2016,February,12
2016-02-13,RC,C2,96,213.60648716883117,2016,February,13
2016-02-14,RC,C2,96,213.61237797402597,2016,February,14
2016-02-15,RC,C2,96,213.61826877922078,2016,February,15
2016-02-16,RC,C2,96,213.62415958441557,2016,February,16
2016-02-17,RC,C2,96,213.63005038961037,2016,February,17
2016-02-18,RC,C2,96,213.63594119480518,2016,February,18
2016-02-19,RC,C2,96,213.641832,2016,February,19
2016-02-20,RC,C2,96,213.65090383999998,2016,February,20
2016-02-21,RC,C2,96,213.65997568,2016,February,21
2016-02-22,RC,C2,96,213.66904752,2016,February,22
2016-02-23,RC,C2,96,213.67811935999998,2016,February,23
2016-02-24,RC,C2,96,213.6871912,2016,February,24
2016-02-25,RC,C2,96,213.69626304,2016,February,25
2016-02-26,RC,C2,96,213.70533487999998,2016,February,26
2016-02-27,RC,C2,96,213.71440672,2016,February,27
2016-02-28,RC,C2,96,213.72347856,2016,February,28
2016-02-29,RC,C2,96,213.73255039999998,2016,February,29
2016-03-01,RC,C2,96,213.74162224,2016,March,1
2016-03-02,RC,C2,96,213.75069408,2016,March,2
2016-03-03,RC,C2,96,213.75976592,2016,March,3
2016-03-04,RC,C2,96,213.76883776,2016,March,4
2016-03-05,RC,C2,96,213.7779096,2016,March,5
2016-03-06,RC,C2,96,213.78698144,2016,March,6
2016-03-07,RC,C2,96,213.79605328,2016,March,7
2016-03-08,RC,C2,96,213.80512511999999,2016,March,8
2016-03-09,RC,C2,96,213.81419696,2016,March,9
2016-03-10,RC,C2,96,213.8232688,2016,March,10
2016-03-11,RC,C2,96,213.83234063999998,2016,March,11
2016-03-12,RC,C2,96,213.84141248,2016,March,12
2016-03-13,RC,C2,96,213.85048432,2016,March,13
2016-03-14,RC,C2,96,213.85955615999998,2016,March,14
2016-03-15,RC,C2,96,213.868628,2016,March,15
2016-03-16,RC,C2,96,213.87769984,2016,March,16
2016-03-17,RC,C2,96,213.88677167999998,2016,March,17
2016-03-18,RC,C2,96,213.89584352,2016,March,18
2016-03-19,RC,C2,96,213.90491536,2016,March,19
2016-03-20,RC,C2,96,213.91398719999998,2016,March,20
2016-03-21,RC,C2,96,213.92305904,2016,March,21
2016-03-22,RC,C2,96,213.93213088,2016,March,22
2016-03-23,RC,C2,96,213.94120271999998,2016,March,23
2016-03-24,RC,C2,96,213.95027456,2016,March,24
2016-03-25,RC,C2,96,213.9593464,2016,March,25
2016-03-26,RC,C2,96,213.96841823999998,2016,March,26
2016-03-27,RC,C2,96,213.97749008,2016,March,27
2016-03-28,RC,C2,96,213.98656191999999,2016,March,28
2016-03-29,RC,C2,96,213.99563376,2016,March,29
2016-03-30,RC,C2,96,214.0047056,2016,March,30
2016-03-31,RC,C2,96,214.01377743999998,2016,March,31
2016-04-01,RC,C2,96,214.02284928,2016,April,1
2016-04-02,RC,C2,96,214.03192112,2016,April,2
2016-04-03,RC,C2,96,214.04099295999998,2016,April,3
2016-04-04,RC,C2,96,214.0500648,2016,April,4
2016-04-05,RC,C2,96,214.05913664,2016,April,5
2016-04-06,RC,C2,96,214.06820847999998,2016,April,6
2016-04-07,RC,C2,96,214.07728032,2016,April,7
2016-04-08,RC,C2,96,214.08635216,2016,April,8
2016-04-09,RC,C2,96,214.09542399999998,2016,April,9
2016-04-10,RC,C2,96,214.10449584,2016,April,10
2016-04-11,RC,C2,96,214.11356768,2016,April,11
2016-04-12,RC,C2,96,214.12263951999998,2016,April,12
2016-04-13,RC,C2,96,214.13171136,2016,April,13
2016-04-14,RC,C2,96,214.1407832,2016,April,14
2016-04-15,RC,C2,96,214.14985503999998,2016,April,15
2016-04-16,RC,C2,96,214.15892688,2016,April,16
2016-04-17,RC,C2,96,214.16799871999999,2016,April,17
2016-04-18,RC,C2,96,214.17707055999998,2016,April,18
2016-04-19,RC,C2,96,214.1861424,2016,April,19
2016-04-20,RC,C2,96,214.19521423999998,2016,April,20
2016-04-21,RC,C2,96,214.20428607999997,2016,April,21
2016-04-22,RC,C2,96,214.21335792,2016,April,22
2016-04-23,RC,C2,96,214.22242975999998,2016,April,23
2016-04-24,RC,C2,96,214.2315016,2016,April,24
2016-04-25,RC,C2,96,214.24057344,2016,April,25
2016-04-26,RC,C2,96,214.24964527999998,2016,April,26
2016-04-27,RC,C2,96,214.25871712,2016,April,27
2016-04-28,RC,C2,96,214.26778896,2016,April,28
2016-04-29,RC,C2,96,214.27686079999998,2016,April,29
2016-04-30,RC,C2,96,214.28593264,2016,April,30
2016-05-01,RC,C2,96,214.29500448,2016,May,1
2016-05-02,RC,C2,96,214.30407631999998,2016,May,2
2016-05-03,RC,C2,96,214.31314816,2016,May,3
2016-05-04,RC,C2,96,214.32222,2016,May,4
2016-05-05,RC,C2,96,214.79590784810125,2016,May,5
2016-05-06,RC,C2,96,215.26959569620252,2016,May,6
2016-05-07,RC,C2,96,215.74328354430378,2016,May,7
2016-05-08,RC,C2,96,216.21697139240504,2016,May,8
2016-05-09,RC,C2,96,216.6906592405063,2016,May,9
2016-05-10,RC,C2,96,217.16434708860757,2016,May,10
2016-05-11,RC,C2,96,217.63803493670886,2016,May,11
2016-05-12,RC,C2,96,218.11172278481013,2016,May,12
2016-05-13,RC,C2,96,218.5854106329114,2016,May,13
2016-05-14,RC,C2,96,219.05909848101265,2016,May,14
2016-05-15,RC,C2,96,219.53278632911392,2016,May,15
2016-05-16,RC,C2,96,220.00647417721518,2016,May,16
2016-05-17,RC,C2,96,220.48016202531645,2016,May,17
2016-05-18,RC,C2,96,220.9538498734177,2016,May,18
2016-05-19,RC,C2,96,221.42753772151897,2016,May,19
2016-05-20,RC,C2,96,221.90122556962024,2016,May,20
2016-05-21,RC,C2,96,222.3749134177215,2016,May,21
2016-05-22,RC,C2,96,222.84860126582277,2016,May,22
2016-05-23,RC,C2,96,223.32228911392403,2016,May,23
2016-05-24,RC,C2,96,223.7959769620253,2016,May,24
2016-05-25,RC,C2,96,224.26966481012659,2016,May,25
2016-05-26,RC,C2,96,224.74335265822785,2016,May,26
2016-05-27,RC,C2,96,225.2170405063291,2016,May,27
2016-05-28,RC,C2,96,225.69072835443038,2016,May,28
2016-05-29,RC,C2,96,226.16441620253164,2016,May,29
2016-05-30,RC,C2,96,226.6381040506329,2016,May,30
2016-05-31,RC,C2,96,227.11179189873417,2016,May,31
2016-06-01,RC,C2,96,227.58547974683543,2016,June,1
2016-06-02,RC,C2,96,228.0591675949367,2016,June,2
2016-06-03,RC,C2,96,228.53285544303796,2016,June,3
2016-06-04,RC,C2,96,229.00654329113922,2016,June,4
2016-06-05,RC,C2,96,229.4802311392405,2016,June,5
2016-06-06,RC,C2,96,229.95391898734175,2016,June,6
2016-06-07,RC,C2,96,230.42760683544304,2016,June,7
2016-06-08,RC,C2,96,230.9012946835443,2016,June,8
